N.,DEPA,ODS,Nombre_EPS,ID.EPS,Localidad,ID.Localidad,Ubigeo.CCPP,CCPP,ID.Reservorio,Nombre_Reservorio,X..Este....UTM,Y..Norte....UTM,Zona...UTM,Altitud,Tipo.de.Reservorio,Estado.Operativo,Observación,Antigüedad..Años.,Volumen.Reservorio..m3.,Material,Cuenta.con.tapa,Cerco.Protección,Foto_panoramica,Foto_tapa,Foto_estado,Fecha.de.fotos,Foto.Propia.de.ODS.o.de.EPS,X,Y
331,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40112,PAUCARPATA,44,N-10,233798.714,8183904.931,19K,2584,APOYADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",38,500,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.411538700947997,-71.49256030934497
332,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40112,PAUCARPATA,45,N-12,233962.554,8183013.98,19K,2506,APOYADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",38,750,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.41960348945685,-71.49112975176116
333,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40112,PAUCARPATA,70,N-12A,231780.49,8180185.047,19K,2509,APOYADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",38,500,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.444909114196683,-71.5118765782211
60,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40129,JOSE LUIS BUSTAMANTE Y RIVERO,46,N-14,230615.002,8180158.9,19K,2421,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,50,1200,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.445014249855724,-71.52278678646232
61,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40129,JOSE LUIS BUSTAMANTE Y RIVERO,47,N-15,229897.9,8179923.39,19K,2349,APOYADO,Inoperativo,FORMA DEL RESERVORIO: CIRCULAR ,30,500,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.447060295095085,-71.52952527112325
336,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40122,SOCABAYA,48,N-16,229621.616,8194406.655,19K,2320,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,30,1000,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.316227557910352,-71.53042147441955
63,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40103,CAYMA ,20,N-20,229638.368,8194388.64,19K,2805,ENTERRADO,Opera Normal,"FORMA DEL RESERVORIO: RECTANGULAR , ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",11,4500,Concreto,No,Si,NA,NA,NA,NA,NA,-16.316392134737647,-71.53026689776061
64,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40103,CAYMA ,20,N-20A,226341.338,8188782.746,19K,2805,ENTERRADO,Opera Normal,"FORMA DEL RESERVORIO: RECTANGULAR , ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",11,4500,Concreto,No,Si,NA,NA,NA,NA,NA,-16.366647263432885,-71.56176102709051
339,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,50,N-21,225862.688,8186979.279,19K,2441,ENTERRADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",29,3000,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.382879784754074,-71.56645167754532
340,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,51,N-23,224947.16,8186229.44,19K,2383,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,42,900,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.3895468041351,-71.5751055277833
341,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,52,N-24,229158.514,8193390.777,19K,2345,APOYADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",29,2000,Concreto,Si,Si,NA,NA,NA,NA,NA,-16.325350229143748,-71.53487069293304
342,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40103,CAYMA ,53,N-25,229151.873,8193396.486,19K,2716,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,36,750,Concreto, ,Si,NA,NA,NA,NA,NA,-16.325297923429172,-71.53493213919513
343,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40103,CAYMA ,71,N-25A,226103.008,8194129.765,19K,2716,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,NA,750,Concreto, ,Si,NA,NA,NA,NA,NA,-16.318331069328828,-71.56336037140576
344,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,54,N-26,227972.883,8195423.312,19K,2705,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,19,1615,Concreto, ,Si,NA,NA,NA,NA,NA,-16.306860518763884,-71.54572195441405
345,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,858,N-26A,227728.496,8194848.262,19K,2812,APOYADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",17,800,Concreto, ,Si,NA,NA,NA,NA,NA,-16.312026322585574,-71.5480745825301
346,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,859,N-26B,225253.067,8193870.722,19K,2763,APOYADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",17,1250,Concreto, ,Si,NA,NA,NA,NA,NA,-16.320573779699213,-71.57133962733796
62,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,55,N-27,223325.892,8194683.895,19K,2665,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,19,2013,Concreto, ,Si,NA,NA,NA,NA,NA,-16.31300971949828,-71.58926604709595
63,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,56,N-28,224458.421,8192790.11,19K,2655,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,27,1445,Concreto, ,Si,NA,NA,NA,NA,NA,-16.33024201349099,-71.57889917943322
349,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,57,N-29,222520.614,8190901.048,19K,2565,ENTERRADO ,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,28,2800,Concreto, ,Si,NA,NA,NA,NA,NA,-16.347079324306563,-71.5972478807283
65,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,58,N-30,220646.363,8196092.169,19K,2477,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,17,1800,Concreto, ,Si,NA,NA,NA,NA,NA,-16.29998317465011,-71.61415491972876
66,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40128,YURA,60,N-34,219721.214,8196830.9,19K,2731,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,13,1900,Concreto, ,Si,NA,NA,NA,NA,NA,-16.29320472419505,-71.62271700437095
352,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40128,YURA,61,N-37,219507.105,8195327.523,19K,2730,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,17,2300,Concreto, ,Si,NA,NA,NA,NA,NA,-16.30675629140391,-71.62489989552591
353,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40128,YURA,38,N-38,219507.105,8192758.554,19K,2619,APOYADO,Inoperativo,FORMA DEL RESERVORIO: CIRCULAR ,10,2520,Concreto, ,Si,NA,NA,NA,NA,NA,-16.3299556275595,-71.62520937863414
354,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40103,CAYMA ,650,N-42,228830.534,8192758.554,19K,2652,APOYADO,Inoperativo,FORMA DEL RESERVORIO: CIRCULAR ,28,2500,Concreto, ,Si,NA,NA,NA,NA,NA,-16.33102308875367,-71.5380118458787
355,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40104,CERRO COLORADO ,680,N-43,226936.29,8191774.72,19K,2571,ENTERRADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,42,750,Concreto, ,Si,NA,NA,NA,NA,NA,-16.33969421115906,-71.55584384262256
356,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40103,CAYMA ,67,N-44,227879.92,8191112.1,19K,2566,ENTERRADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,38,500,Concreto, ,Si,NA,NA,NA,NA,NA,-16.345785259785657,-71.54709547870665
357,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40103,CAYMA ,862,N-45,230035.673,8195599.176,19K,2899,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,17,755,Concreto, ,Si,NA,NA,NA,NA,NA,-16.30550392181725,-71.52641091303049
358,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40109,MARIANO MELGAR ,68,N-49,234051.286,8185401.101,19K,2582,APOYADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2019 ",38,250,Concreto, ,Si,NA,NA,NA,NA,NA,-16.398054108381853,-71.49002504304788
359,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40109,MARIANO MELGAR ,864,N-49A,233982.009,8186817.95,19K,2734,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,17,2500,Concreto, ,Si,NA,NA,NA,NA,NA,-16.38525016661936,-71.4905105083359
64,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40106,CHIGUATA,50,N-50,237752.40,8183029.10,19K,2843,APOYADO,Opera Normal,"FORMA DEL RESERVORIO: CIRCULAR, ÚLTIMO MANTENIMIENTO DATA DEL 2020",11,240,Concreto, ,Si,NA,NA,NA,NA,NA,-16.419884869848968,-71.45566431866993
65,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40112,PAUCARPATA,51,N-51,236416.50,8182518.90,19K,2768,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,12,240,Concreto, ,Si,NA,NA,NA,NA,NA,-16.424346163966316,-71.46822337512835
362,AREQUIPA,AREQUIPA,SEDAPAR  S.A.,30,AREQUIPA METROPOLITANA,30010,40112,PAUCARPATA,52,N-52,235313.852,8181837.729,19K,2666,APOYADO,Opera Normal,FORMA DEL RESERVORIO: CIRCULAR ,14,600,Concreto, ,Si,NA,NA,NA,NA,NA,-16.430376559311835,-71.47861973900797
67,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,CARMEN ALTO,NA,ACUCHIMAY,NA,NA,NA,2854,Semi-enterrado,Opera Limitado,"Reservorio con muros interiores deteriorados, con desprendimiento de sus acabados",70,2500,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Acuchimay%201.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Tapa%20sanitaria%20Acuchimay%201.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Acuchimay%204.jpg,45482,ODS,NA,NA
68,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,CARMEN ALTO,NA,VISTA ALEGRE,NA,NA,NA,2996,Apoyado,Inoperativo,Reservorio con riesgo de colapso por deterioro de muros,25,200,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Vista%20Alegre.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Tapa%20sanitaria%20Vista%20Alegre%201.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Vista%20Alegre%202.jpg,45482,ODS,NA,NA
365,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,SANTA ANA,NA,SAN JOAQUIN,NA,NA,NA,2937,Apoyado,Opera Normal,Reservorio circular,15,60,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/San%20Joaquin.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Tapa%20sanitaria%20San%20Joaquin.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/San%20Joaquin%204.jpg,45482,ODS,NA,NA
366,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,NUEVA ESPERANZA,NA,TANQUE ELEVADO NUEVA ESPERANZA,NA,NA,NA,3060,Elevado,Opera Normal,Tanque elevado rectangular,5,20,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Tanque%20elevado%20Nueva%20Esperanza%201.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Tapa%20tanque%20elevado%20Nueva%20Esperanza.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Tanque%20elevado%20Nueva%20Esperanza%201.jpg,45482,ODS,NA,NA
367,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,NUEVA ESPERANZA,NA,NUEVA ESPERANZA,NA,NA,NA,3053,Apoyado,Opera Normal,Reservorio circular,4,200,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Nueva%20Esperanza.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Nueva%20Esperanza%203.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Nueva%20Esperanza%206.jpg,45482,ODS,NA,NA
368,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,MIRAFLORES,NA,MIRAFLORES,NA,NA,NA,2884,Apoyado,Opera Limitado,"Reservorio con muros interiores deteriorados, con desprendimiento de sus acabados",30,1500,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Miraflores.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Miraflores.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Mirfalores%204.jpg,45482,ODS,NA,NA
369,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,QUICAPATA,NA,R1 CABECERA 1,NA,NA,NA,2953,Semi-enterrado,Opera Limitado,"Reservorio con muros interiores deteriorados, con desprendimiento de sus acabados",45,1500,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/R1%20Quicapata%201.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/R1%20Quicapata.jpg,NA,45482,ODS,NA,NA
370,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,QUICAPATA,NA,R2 CABECERA 2,NA,NA,NA,2959,Semi-enterrado,Opera Normal,Reservorio circular,12,3000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/R2%20Quicapata.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/R2%20Quicapata%203.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/R2%20Quicapata%202.jpg,45482,ODS,NA,NA
371,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,QUICAPATA,NA,TANQUE ELEVADO QUICAPATA,NA,NA,NA,2962,Elevado,Opera Limitado,"Reservorio con muros interiores deteriorados, tuberías y válvulas oxidadas",30,30,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Tanque%20elevado%20Quicapata%203.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Tanque%20elevado%20Quicapata%201.jpg,NA,45482,ODS,NA,NA
372,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,AYACUCHO,NA,L1 LIBERTADORES 1,NA,NA,NA,2923,Apoyado,Opera Limitado,"Reservorio con muros interiores deteriorados, con asentamiento y caseta de válvulas colapsadas",45,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/L1%20Libertadores%202.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/L1%20Libertadores%201.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/L1%20Libertadores%204.jpg,45483,ODS,NA,NA
66,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,AYACUCHO,NA,L2 LIBERTADORES 2,NA,NA,NA,2924,Apoyado,Opera Limitado,"Reservorio con muros interiores deteriorados, con desprendimiento de sus acabados",20,2000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/L2%20Libertadores%201.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/L2%20Libertadores.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Reservorios%20Libertadores%203.jpg,45483,ODS,NA,NA
67,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,AYACUCHO,NA,RIO SECO,NA,NA,NA,3040,Apoyado,Opera Normal,Reservorio circular,18,200,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/R%C3%ADo%20seco.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/R%C3%ADo%20seco%202.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/R%C3%ADo%20seco%203.jpg,45483,ODS,NA,NA
375,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,AYACUCHO,NA,PUEBLO LIBRE ALTA,NA,NA,NA,3044,Apoyado,Opera Normal,Reservorio circular,15,200,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Pueblo%20Libre%20Alta%2013.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Pueblo%20Libre%20Alta%202.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Pueblo%20Libre%20Alta%2010.jpg,45483,ODS,NA,NA
69,AYACUCHO,AYACUCHO,SEDA AYACUCHO S.A.,NA,HUAMANGA,NA,NA,AYACUCHO,NA,PUEBLO LIBRE BAJA,NA,NA,NA,2980,Apoyado,Opera Limitado,"Reservorio con muros interiores deteriorados, con desprendimiento de sus acabados",30,100,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Pueblo%20Libre%20Baja%205.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Pueblo%20Libre%20Baja%203.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/4.-AYACUCHO/SEDA%20AYACUCHO%20S.A/Reservoros%20Huamanga/Pueblo%20Libre%20Baja%202.jpg,45483,ODS,NA,NA
