"","Prestador_Codigo","ubigeo_censo_17","Anio_informacion","nomprest","nomdep","nomprov","nomdist","NOM_CCPP","POBTOTAL","VIVTOTAL","densidad_pob","Latitud","Longitud","brinda_agua","brinda_alca","brinda_tar","brinda_excretas","cob_agua","cob_alca","Conex_tot_agua","Conex_tot_alca","tipo_fuente","licenciadeuso","tipo_prestador","es_formal","cobra_cuota","monto_cuota","conti_estiaje_horas","conti_avenida_horas","conti_estiaje_dias","conti_avenida_dias","tiene_sistema_cloracion","realiza_cloracion","cloro_residual_uv","tipo_agua","cloro_residual_reservorio","Ubic_APC_EPES","fuente","ambito","Prestador_Codigo_aux","ambito_prest","cuentaconlicenciavertimiento","numubs","EPS1","dentro_ambito","SECTOR","NOMEP","COD_EP","COD_LOC","COD_SECTOR","ID_LOCALID","distancia_minima","dentro_ambito_prest","info","NOMEP2","Prestador_Codigo_aux_2","ubigeo_censo_17_aux","POBTOTAL_aux"
"3064","ANCASH-CHIMBOTE-119",218020109,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CASERÍO DE PIEDRA GRANDE","ANCASH","SANTA","CACERES DEL PERU","PIEDRA GRANDE",31,24,1.8455114822547,-9.06484833,-78.16306333,"Si","No","No","No",NA,0,22,0,"Subterránea","Todas","OC","No","Si",2,24,24,7,7,"No","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","218020109-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","10","SEDACHIMBOTE S. A.","014","01402","01402SEC10","01402 - CHIMBOTE",35.5366202950445,"NO","Ambos","SEDACHIMBOTE S. A.","218020109-1",218020109,31
"3065","ANCASH-CHIMBOTE-120",218020069,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CASERÍO DE COLCAP","ANCASH","SANTA","CACERES DEL PERU","COLCAP",265,122,1.8455114822547,-8.97915,-78.058465,"Si","No","No","Si",NA,0,123,0,"Subterránea","Algunas","OC","Si","Si",5,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","218020069-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",26.6329308284937,"NO","Ambos","EPS CHAVÍN S. A.","218020069-1",218020069,265
"3066","ANCASH-CHIMBOTE-121",218020089,2019,"COMITÉ DE AGUA POTABLE DEL BARRIO CRUZ DEL SIGLO","ANCASH","SANTA","CACERES DEL PERU","CRUZ DEL SIGLO",41,22,1.8455114822547,-9.00841,-78.12862833,"Si","No","No","No",NA,0,48,0,"Superficial","Ninguna","OC","No","Si",1.5,24,24,7,7,"No","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","218020089-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",33.6023142501182,"NO","Ambos","EPS CHAVÍN S. A.","218020089-1",218020089,41
"3067","ANCASH-CHIMBOTE-122",218020076,2019,"JUNTA ADMINISTRATIVA DE SERVICIOS DE SANEAMIENTO DEL CASERIO DE CANCHAS","ANCASH","SANTA","CACERES DEL PERU","CANCHAS",150,62,1.8455114822547,-8.99315167,-78.08557667,"Si","No","No","No",NA,0,66,0,"Subterránea","Ninguna","OC","Si","Si",1.5,24,24,7,7,"No","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","218020076-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",29.1815257292582,"NO","Ambos","EPS CHAVÍN S. A.","218020076-1",218020076,150
"3068","ANCASH-CHIMBOTE-123",218010063,2019,"JUNTA ADMINISTRADORA DE AGUA POTABLE CASCAJAL IZQUIERDO ASENTAMIENTO HUMANO CAHUIDE","ANCASH","SANTA","CHIMBOTE","CAHUIDE",262,107,3.52790323684391,-8.93773605,-78.4918507,"Si","No","No","No",NA,0,60,0,"Superficial","Ninguna","OC","No","Si",6,24,24,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Lejano","SUNASS","Rural","218010063-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","2","SEDACHIMBOTE S. A.","014","01402","01402SEC02","01402 - CHIMBOTE",14.4135115676076,"NO","Unico","SEDACHIMBOTE S. A.","218010063-1",218010063,262
"3069","ANCASH-CHIMBOTE-124",208030014,2019,"COMITÉ ADMINISTRATIVO DE AGUA POTABLE DEL CENTRO POBLADO SAN DIEGO","ANCASH","CASMA","COMANDANTE NOEL","SAN DIEGO",625,209,1.44,-9.46918443,-78.34299037,"Si","No","No","No",NA,0,199,0,"Subterránea","Todas","OC","No","Si",5,0.5,0.5,7,7,"No","No",NA,"Bombeo sin tratamiento",NA,"Periurbano","SUNASS","Rural","208030014-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","2","SEDACHIMBOTE S. A.","014","01401","01401SEC02","01401 - CASMA",2.77761010132778,"NO","Ambos","SEDACHIMBOTE S. A.","208030014-1",208030014,625
"3070","ANCASH-CHIMBOTE-112",218050001,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL CASERIO DE CUSHIPAMPA ALTA Y BAJA","ANCASH","SANTA","MORO","MORO",3926,1927,2.26821005081875,-9.13895422,-78.18342741,"Si","No","No","No",NA,0,NA,0,"Subterránea","Ninguna","OC","No","Si",2,24,24,7,7,"No","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","PC","218050001-3","PC",NA,NA,"EPS CHAVIN S.A.","No","10","SEDACHIMBOTE S. A.","014","01402","01402SEC10","01402 - CHIMBOTE",32.551053834792,"NO","Unico","SEDACHIMBOTE S. A.","218050001-3",218050001,3926
"3071","ANCASH-HUARAZ-54",201050061,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL LLUPA","ANCASH","HUARAZ","INDEPENDENCIA","LLUPA",579,253,3.02152331030101,-9.51572698,-77.47883797,"Si","Si","0","No",NA,90.12,228,228,"Subterránea","Ninguna","OC","Si","Si",5,12,24,7,7,"Si","Si",0,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","201050061-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio Nueva Florida","EPS CHAVÍN S. A.","033","03304","03304SEC11","03304 - HUARAZ",2.88561054065399,"NO","Ambos","EPS CHAVÍN S. A.","201050061-1",201050061,579
"3072","ANCASH-HUARAZ-55",201050064,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL MARIAN","ANCASH","HUARAZ","INDEPENDENCIA","MARIAN ALTO (MARIAN)",3,3,3.02152331030101,-9.51298998,-77.49650999,"Si","Si","0","No",NA,100,310,90,"Subterránea","Todas","OC","Si","Si",5,5,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","201050054-1","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio Nueva Florida","EPS CHAVÍN S. A.","033","03304","03304SEC11","03304 - HUARAZ",1.38831666493015,"NO","Ambos","EPS CHAVÍN S. A.","201050054-1",201050064,3
"3073","ANCASH-HUARAZ-55",201050054,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL MARIAN","ANCASH","HUARAZ","INDEPENDENCIA","CACHIPAMPA",200,74,3.02152331030101,-9.50338429,-77.49579558,"Si","Si","0","No",NA,NA,NA,NA,"Subterránea","Todas","OC","Si","Si",5,5,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","201050054-1","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio Nueva Florida","EPS CHAVÍN S. A.","033","03304","03304SEC11","03304 - HUARAZ",2.36180042707776,"NO","Ambos","EPS CHAVÍN S. A.","201050054-1",201050054,200
"3074","ANCASH-HUARAZ-55",201050070,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DEL MARIAN","ANCASH","HUARAZ","INDEPENDENCIA","CANTU",139,56,3.02152331030101,-9.51470244,-77.49512365,"Si","Si","0","No",NA,100,0,100,"Subterránea","Todas","OC","Si","Si",5,NA,NA,0,0,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","201050054-1","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio Nueva Florida","EPS CHAVÍN S. A.","033","03304","03304SEC11","03304 - HUARAZ",1.34791385450111,"NO","Ambos","EPS CHAVÍN S. A.","201050054-1",201050070,139
"3075","ANCASH-HUARAZ-56",206010027,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO AUQUIPAMPA","ANCASH","CARHUAZ","CARHUAZ","AUQUIPAMPA-AMPU",887,259,2.68453754660039,-9.2793539,-77.65527744,"Si","Si","No","No",NA,37.84,98,98,"Subterránea","Todas","OC","Si","Si",1,10,24,7,7,"Si","Si",0,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010027-1","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",26.0517675510292,"NO","Ambos","EPS CHAVÍN S. A.","206010027-1",206010027,887
"3076","ANCASH-HUARAZ-57",206010017,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CARAZBAMBA CENTRAL","ANCASH","CARHUAZ","CARHUAZ","CARAZBAMBA",202,112,2.68453754660039,-9.275335,-77.57512,"Si","Si","Si","No",NA,17.86,91,20,"Subterránea","Todas","OC","Si","Si",0.5,12,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010016-1","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",23.3154271659249,"NO","Ambos","EPS CHAVÍN S. A.","206010016-1",206010017,202
"3077","ANCASH-HUARAZ-57",206010016,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CARAZBAMBA CENTRAL","ANCASH","CARHUAZ","CARHUAZ","ROSAS PAMPA",102,42,2.68453754660039,-9.26922167,-77.57866167,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Todas","OC","Si","Si",0.5,NA,NA,NA,NA,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010016-1","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",24.0580331086311,"NO","Ambos","EPS CHAVÍN S. A.","206010016-1",206010016,102
"3078","ANCASH-HUARAZ-58",206010009,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO HUALCAN","ANCASH","CARHUAZ","CARHUAZ","HUALCAN",979,290,2.68453754660039,-9.25753161,-77.61455164,"Si","Si","No","No",NA,56.55,164,164,"Subterránea","Todas","OC","Si","Si",0.83,24,24,7,7,"Si",NA,NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010009-1","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",26.3675809924066,"NO","Ambos","EPS CHAVÍN S. A.","206010009-1",206010009,979
"3079","ANCASH-HUARAZ-59",206010060,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO TAURIPAMPA","ANCASH","CARHUAZ","CARHUAZ","TAURIPAMPA",122,75,2.68453754660039,-9.32128167,-77.67758,"Si","No","No","No",NA,0,150,0,"Subterránea","Ninguna","OC","Si","Si",1,1,24,7,7,"No","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010060-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",23.6988572472799,"NO","Ambos","EPS CHAVÍN S. A.","206010060-1",206010060,122
"3080","ANCASH-HUARAZ-60",206010050,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO HORNUYOC","ANCASH","CARHUAZ","CARHUAZ","HORNUYOC",283,115,2.68453754660039,-9.30200333,-77.627165,"Si","Si","Si","No",NA,36.52,112,42,"Subterránea","Ninguna","OC","Si","Si",2,12,24,7,7,"Si","Si",0,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010050-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",22.3583326641132,"NO","Ambos","EPS CHAVÍN S. A.","206010050-1",206010050,283
"3081","ANCASH-HUARAZ-61",212010029,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO HUANDOY","ANCASH","HUAYLAS","CARAZ","HUANDOY",232,82,2.90768859966257,-9.04934667,-77.739645,"Si","Si","Si","No",NA,67.07,101,55,"Subterránea","Ninguna","OC","Si","Si",1,5,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Cercano","SUNASS","Rural","212010029-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",6.4313452939266,"NO","Ambos","EPS CHAVÍN S. A.","212010029-1",212010029,232
"3082","ANCASH-HUARAZ-62",212010042,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO RINCONADA","ANCASH","HUAYLAS","CARAZ","RINCONADA",150,68,2.90768859966257,-9.07485333,-77.79393333,"Si","Si","Si","No",NA,100,89,89,"Superficial","Ninguna","OC","Si","Si",NA,1,2,7,7,"No","No",NA,"Gravedad con tratamiento",NA,"Periurbano","SUNASS","Rural","212010042-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",2.37118501206514,"NO","Ambos","EPS CHAVÍN S. A.","212010042-1",212010042,150
"3083","ANCASH-HUARAZ-63",212010016,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO ALLAUCA","ANCASH","HUAYLAS","CARAZ","ALLAUCA",351,108,2.90768859966257,-9.03514833,-77.825915,"Si","Si","No","No",NA,18.52,92,20,"Superficial","Ninguna","OC","Si","Si",2,24,24,7,7,"Si","Si",0.8,"Gravedad con tratamiento",NA,"Periurbano","SUNASS","Rural","212010014-2","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",0.832193286415465,"NO","Ambos","EPS CHAVÍN S. A.","212010014-2",212010016,351
"3084","ANCASH-HUARAZ-63",212010014,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO ALLAUCA","ANCASH","HUAYLAS","CARAZ","LLACTA",332,130,2.90768859966257,-9.02694,-77.828735,"Si","Si","No","No",NA,NA,10,NA,"Superficial","Ninguna","OC","Si","Si",2,24,24,7,7,"Si","Si",0.8,"Gravedad con tratamiento",NA,"Periurbano","SUNASS","Rural","212010014-2","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",1.68667879858464,"NO","Ambos","EPS CHAVÍN S. A.","212010014-2",212010014,332
"3085","ANCASH-HUARAZ-64",212010003,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO COCHAMARCA","ANCASH","HUAYLAS","CARAZ","COCHAMARCA",41,20,2.90768859966257,-8.99141333,-77.80075333,"Si","No","No","Si",NA,0,149,0,"Subterránea","Algunas","OC","Si","Si",2,24,24,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Cercano","SUNASS","Rural","212010003-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",5.48727408850254,"NO","Ambos","EPS CHAVÍN S. A.","212010003-1",212010003,41
"3086","ANCASH-HUARAZ-65",212010031,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO LLACSHU","ANCASH","HUAYLAS","CARAZ","LLACSHU",302,169,2.90768859966257,-9.05143333,-77.75131,"Si","No","No","No",NA,0,135,0,"Subterránea","Ninguna","OC","Si","Si",1,24,24,7,7,"Si","Si",0.5,"Gravedad sin tratamiento",NA,"Cercano","SUNASS","Rural","212010031-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",5.17126564129512,"NO","Ambos","EPS CHAVÍN S. A.","212010031-1",212010031,302
"3087","ANCASH-HUARAZ-66",206010053,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO AMPU","ANCASH","CARHUAZ","CARHUAZ","AMPU ANTIGUO",15,5,2.68453754660039,-9.297385,-77.6805,"Si","Si","No","No",NA,100,170,170,"Mixta","Algunas","OC","Si","Si",2,6,12,7,7,"Si","Si",0,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010053-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",25.9510671325121,"NO","Ambos","EPS CHAVÍN S. A.","206010053-1",206010053,15
"3088","ANCASH-HUARAZ-67",206010058,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PONQUEZ","ANCASH","CARHUAZ","CARHUAZ","PONQUEZ",47,18,2.68453754660039,-9.30399167,-77.66252667,"Si","No","No","No",NA,0,42,0,"Subterránea","Algunas","OC","Si","Si",0.5,24,24,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010058-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",24.1830591564678,"NO","Ambos","EPS CHAVÍN S. A.","206010058-1",206010058,47
"3089","ANCASH-HUARAZ-68",206010031,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO COCHAPAMPA","ANCASH","CARHUAZ","CARHUAZ","COCHAPAMPA",11,10,2.68453754660039,-9.28266998,-77.59395999,"Si","Si","Si","No",NA,100,286,53,"Subterránea","Todas","OC","Si","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010014-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",23.0118025105134,"NO","Ambos","EPS CHAVÍN S. A.","206010014-1",206010031,11
"3090","ANCASH-HUARAZ-68",206010014,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO COCHAPAMPA","ANCASH","CARHUAZ","CARHUAZ","ACHAS",17,6,2.68453754660039,-9.27820333,-77.595365,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Todas","OC","Si","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010014-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",23.531799864461,"NO","Ambos","EPS CHAVÍN S. A.","206010014-1",206010014,17
"3091","ANCASH-HUARAZ-68",206010023,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO COCHAPAMPA","ANCASH","CARHUAZ","CARHUAZ","CAYAPAQUI",167,55,2.68453754660039,-9.276755,-77.58287667,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Todas","OC","Si","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010014-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",23.338353328605,"NO","Ambos","EPS CHAVÍN S. A.","206010014-1",206010023,167
"3092","ANCASH-HUARAZ-68",206010024,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO COCHAPAMPA","ANCASH","CARHUAZ","CARHUAZ","MISHQUIPURUSH",0,6,2.68453754660039,-9.273985,-77.591765,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Todas","OC","Si","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010014-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",23.8754682426611,"NO","Unico","EPS CHAVÍN S. A.","206010014-1",206010024,0
"3093","ANCASH-HUARAZ-68",206010037,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO COCHAPAMPA","ANCASH","CARHUAZ","CARHUAZ","COLLPA",29,16,2.68453754660039,-9.28797998,-77.58953999,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Todas","OC","Si","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010014-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",22.3103818897972,"NO","Ambos","EPS CHAVÍN S. A.","206010014-1",206010037,29
"3094","ANCASH-HUARAZ-68",206010030,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO COCHAPAMPA","ANCASH","CARHUAZ","CARHUAZ","HUALCAMAR (COCHAPAMPA)",509,180,2.68453754660039,-9.28260301,-77.59291636,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Todas","OC","Si","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010014-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",22.9868662644219,"NO","Unico","EPS CHAVÍN S. A.","206010014-1",206010030,509
"3095","ANCASH-HUARAZ-69",206010020,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO COPA CHICO","ANCASH","CARHUAZ","CARHUAZ","COPA CHICO",502,177,2.68453754660039,-9.28172667,-77.56797667,"Si","No","No","No",NA,0,188,0,"Subterránea","Todas","OC","Si","No",0,2,24,7,7,"Si","Si",0.2,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","206010020-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",22.4775384065262,"NO","Ambos","EPS CHAVÍN S. A.","206010020-1",206010020,502
"3096","ANCASH-HUARAZ-70",220070015,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO OCSHAPACHAN","ANCASH","YUNGAY","SHUPLUY","OCSHA PACHAN",149,49,2.18527315914489,-9.26923,-77.76135833,"Si","No","No","Si",NA,0,50,0,"Subterránea","Algunas","OC","Si","Si",1,24,24,7,7,"No","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","220070015-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",24.2407986143506,"NO","Ambos","EPS CHAVÍN S. A.","220070015-1",220070015,149
"3097","ANCASH-HUARAZ-71",220070008,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SHUPLUY","ANCASH","YUNGAY","SHUPLUY","ANTA",147,55,2.18527315914489,-9.23794333,-77.72012333,"Si","Si","Si","No",NA,96.36,64,53,"Subterránea","Algunas","OC","Si","Si",0.5,24,24,7,7,"Si","Si",1,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","220070008-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",22.2289993843789,"NO","Ambos","EPS CHAVÍN S. A.","220070008-1",220070008,147
"3098","ANCASH-HUARAZ-72",220070016,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO  PIACORRAL","ANCASH","YUNGAY","SHUPLUY","PIACORRAL",186,55,2.18527315914489,-9.26518,-77.74752167,"Si","No","No","No",NA,0,43,0,"Subterránea","Algunas","OC","Si","Si",1,12,24,7,7,"No","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","220070016-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",24.1247607209525,"NO","Ambos","EPS CHAVÍN S. A.","220070016-1",220070016,186
"3099","ANCASH-HUARAZ-73",220070010,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN ISIDRO","ANCASH","YUNGAY","SHUPLUY","SAN ISIDRO",94,49,2.18527315914489,-9.24086,-77.72479333,"Si","Si","Si","No",NA,81.63,49,40,"Subterránea","Todas","OC","Si","Si",1,6,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","220070010-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",22.3283438306648,"NO","Ambos","EPS CHAVÍN S. A.","220070010-1",220070010,94
"3100","ANCASH-HUARAZ-74",220070006,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO  BELLAVISTA","ANCASH","YUNGAY","SHUPLUY","BELLAVISTA",77,48,2.18527315914489,-9.23298833,-77.713585,"Si","Si","Si","No",NA,60.42,35,29,"Subterránea","Todas","OC","Si","Si",NA,12,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","220070006-1","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio circular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC01","03302 - CARAZ",22.0299706094255,"NO","Ambos","EPS CHAVÍN S. A.","220070006-1",220070006,77
"3101","ANCASH-HUARAZ-75",210140001,2019,"MUNICIPALIDAD DISTRITAL DE SAN MARCOS (ÁREA TÉCNICA MUNICIPAL)","ANCASH","HUARI","SAN MARCOS","SAN MARCOS",2989,797,3.32805783509183,-9.52424252,-77.15698647,"Si","Si","Si","No",NA,97.87,700,780,"Subterránea","Algunas","PM","Si","No",0,16,20,7,7,"Si","Si",1,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","PC","210140001-1","PC","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio Nueva Florida","EPS CHAVÍN S. A.","033","03304","03304SEC11","03304 - HUARAZ",38.0658656520344,"NO","Unico","EPS CHAVÍN S. A.","210140001-1",210140001,2989
